twitter_id	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
66412773	0.517190989998	0.641620679378	0.841133504757	0.520377807554	0.493755052134	0.25	0.111111111111	0.416666666667	0.324324324324
10143902	0.446671347505	0.530159892927	0.463345517825	0.315969806043	0.419832652644	0.0	0.111111111111	0.666666666667	0.175675675676
73701917	0.492312362616	0.389425445626	0.7583930439	0.542286444562	0.342908193204	0.25	0.222222222222	0.166666666667	0.108108108108
82209363	0.374649478786	0.470270960856	0.656510081814	0.724548952311	0.0729523648353	0.25	0.111111111111	0.916666666667	0.175675675676
47063951	0.522886448805	0.630534682693	0.720259754706	0.845083403554	0.320429943099	0.25	0.222222222222	0.583333333333	0.351351351351
135356953	0.494818254341	0.440560222369	0.402373802375	0.135205192329	0.291809459341	0.375	0.111111111111	0.916666666667	0.162162162162
51119725	0.439646352212	0.543386302776	0.68359305531	0.646081716197	0.409606360992	0.25	0.111111111111	0.75	0.148648648649
20161265	0.538537271661	0.546393791782	0.329933268066	0.0	0.380041942522	0.25	0.333333333333	0.75	0.256756756757
20531501	0.387423988338	0.504302761055	0.268578559255	0.227497094139	0.285016908102	0.25	0.111111111111	0.833333333333	0.175675675676
2465042894	0.456042252881	0.53939744351	0.607143910312	0.445518497193	0.1693901455	0.875	0.111111111111	0.666666666667	0.0540540540541
126769653	0.46098063733	0.547195825665	0.723935579072	0.782172977322	0.188579127438	0.375	0.0	0.583333333333	0.243243243243
1393430989	0.670518089583	0.64270525541	0.83575311733	0.770685678847	0.472420067832	0.75	0.111111111111	0.833333333333	0.351351351351
2727183168	0.326083552549	0.407821144637	0.204360394747	0.326942908359	0.145904729671	0.875	0.222222222222	0.916666666667	0.256756756757
456714127	0.268256902524	0.399121449962	0.296565846139	0.482993334771	0.0	0.625	0.111111111111	0.583333333333	0.297297297297
712837309	0.494938230091	0.547726328897	0.64914166665	0.746340840346	0.0	0.625	0.111111111111	0.916666666667	0.148648648649
3016396175	0.219690976287	0.362437251586	0.165653562533	0.386869798389	0.0	1.0	0.111111111111	1.0	0.0
962185548	0.168010500813	0.229500794481	0.0	0.0	0.0	0.625	0.111111111111	0.666666666667	0.162162162162
476090138	0.529557121419	0.584735074031	0.664355359891	0.707826745555	0.457176898062	0.625	0.111111111111	0.75	0.297297297297
820359624	0.439909757864	0.511695157103	0.67611769161	0.498354329368	0.0729523648353	0.625	0.111111111111	0.583333333333	0.027027027027
119573305	0.568683425285	0.645211130405	0.5200131287	0.273705226928	0.508170436499	0.375	0.222222222222	0.75	0.108108108108
261929028	0.443372085599	0.568494123951	0.661593201468	0.688215830494	0.0	0.5	0.111111111111	0.75	0.121621621622
1618356541	0.462042992665	0.554945948162	0.449217783689	0.552940854656	0.1693901455	0.75	0.333333333333	0.75	0.243243243243
484495548	0.292481870981	0.399121449962	0.187509440603	0.379865100422	0.0729523648353	0.625	0.222222222222	0.583333333333	0.324324324324
130406943	0.510752545508	0.643092329684	0.77676883151	0.720531635894	0.325326082401	0.375	0.0	0.833333333333	0.22972972973
357859404	0.472031120548	0.357593212365	0.627428551693	0.658778873703	0.1693901455	0.5	0.111111111111	0.75	0.0405405405405
111898474	0.41182838281	0.460864248876	0.600226852835	0.645735450818	0.0	0.375	0.111111111111	0.833333333333	0.22972972973
